word,confidence,duration,sentence,audio_file,source,license
посебни,0.9872,0.481,Нашата работа е да дадеме нови значења и посебни призвуци на апсолутно обичните зборови.,common_voice_mk_39748636.mp3,Common Voice 17.0 MK,CC-0
посебно,0.9997,0.421,"Моите мачки знаат да бидат наметливи, посебно кога има туѓинци во куќата.",common_voice_mk_39790380.mp3,Common Voice 17.0 MK,CC-0
посегне,0.9992,0.521,Од каде одлуката да посегне по уметност со која никој не се занимава?,common_voice_mk_39702226.mp3,Common Voice 17.0 MK,CC-0
посеиш,0.8149,0.503,"Дури не посеиш, нема што да жнииш.",common_voice_mk_39908858.mp3,Common Voice 17.0 MK,CC-0
посети,0.9683,0.401,Тој кој што мисли дека е поголем од другите треба да посети гробишта.,common_voice_mk_39745365.mp3,Common Voice 17.0 MK,CC-0
посетители,0.9812,0.784,Татко ти имаше многу посетители.,common_voice_mk_39695778.mp3,Common Voice 17.0 MK,CC-0
посетителите,0.9369,0.841,Посетителите на инсталацијата можат да ги повлекуваат синџирите и да предизвикуваат облакот да трепери.,common_voice_mk_39714893.mp3,Common Voice 17.0 MK,CC-0
посилна,0.8269,0.522,"Кога би имале посилна глава и повеќе вкус, би биле астрономи.",common_voice_mk_39678305.mp3,Common Voice 17.0 MK,CC-0
посилно,0.9829,0.521,"Го допира нежно, потоа притиска малку посилно, нема болка.",common_voice_mk_39867758.mp3,Common Voice 17.0 MK,CC-0
послабиот,0.9616,0.641,"Правдата е посилна од неправдата, а луѓето се секогаш на страната на послабиот.",common_voice_mk_39768989.mp3,Common Voice 17.0 MK,CC-0
после,0.9999,0.361,"После сѐ што направивме за него господинот трча, а овде лудилото допрва почнува.",common_voice_mk_39664185.mp3,Common Voice 17.0 MK,CC-0
последен,0.9998,0.542,Лежеше во својот кревет и сите знаевме дека се гледаме за последен пат.,common_voice_mk_39854634.mp3,Common Voice 17.0 MK,CC-0
последица,0.9996,0.741,"Таквиот потфат, кој дојде како последица на просветувањето, мора да го сметаме за неуспешен.",common_voice_mk_39701702.mp3,Common Voice 17.0 MK,CC-0
последицата,0.9794,0.761,"Последицата од театарот наречен отсуство на марксистичката филозофија, започнува овде.",common_voice_mk_39776113.mp3,Common Voice 17.0 MK,CC-0
последна,0.9994,0.562,Сакам да го испијам летото до последна капка.,common_voice_mk_39790675.mp3,Common Voice 17.0 MK,CC-0
последнава,0.9987,0.621,"Пауерс молкум кимна со главата, повторувајќи си ја во себе последнава забелешка.",common_voice_mk_39774773.mp3,Common Voice 17.0 MK,CC-0
последната,0.9903,0.661,"Твојот последен бакнеж е секогаш најсладок, последната насмевка е најсјајна, последното движење најслатко.",common_voice_mk_39662128.mp3,Common Voice 17.0 MK,CC-0
последниве,0.9798,0.561,Последниве две минути изброив дека поминале четири камиони полни со мисирки.,common_voice_mk_39824556.mp3,Common Voice 17.0 MK,CC-0
последниот,0.9996,0.601,Во последниот месец сведоци сте на систематски напади врз мене преку веб.,common_voice_mk_39779802.mp3,Common Voice 17.0 MK,CC-0
последните,0.9933,0.601,Сакам да бидеме сами во последните мигови кои ги поминувам со тебе.,common_voice_mk_39924998.mp3,Common Voice 17.0 MK,CC-0
последново,0.9981,0.662,"Додека го правеше ова последново, повторно се обидов.",common_voice_mk_40000909.mp3,Common Voice 17.0 MK,CC-0
последното,0.9976,0.642,Затоа ти самиот си последното нешто до кое држиш.,common_voice_mk_39664141.mp3,Common Voice 17.0 MK,CC-0
посматрам,0.9996,0.602,Ги отворив очите и почнав да посматрам што ми прави.,common_voice_mk_39797188.mp3,Common Voice 17.0 MK,CC-0
поспецијализирани,0.9899,1.025,Поновите друштвени мрежи стануваат уште поспецијализирани.,common_voice_mk_39706195.mp3,Common Voice 17.0 MK,CC-0
пост-рок,0.9450,0.662,Нивната музика може да се опише како амбиентален инди рок или пост-рок.,common_voice_mk_39792929.mp3,Common Voice 17.0 MK,CC-0
постави,0.9998,0.502,Мислам дека тоа беше една од најсилните постави во историјата на џезот.,common_voice_mk_39748599.mp3,Common Voice 17.0 MK,CC-0
поставив,0.8083,0.603,Паднав во стапицата што сам си ја поставив.,common_voice_mk_39658629.mp3,Common Voice 17.0 MK,CC-0
поставката,0.9996,0.681,Поставката на овие три разговори го формира триаголникот на љубомората.,common_voice_mk_39699315.mp3,Common Voice 17.0 MK,CC-0
поставува,0.9994,0.622,Оваа група полицајци по некое време поставува неколку бомби на стратешки места низ градот.,common_voice_mk_39748472.mp3,Common Voice 17.0 MK,CC-0
постар,0.9530,0.462,Јазикот е многу постар и понеизбежен од државата.,common_voice_mk_39714654.mp3,Common Voice 17.0 MK,CC-0
постдипломски,0.9037,0.741,Никогаш нема да запишам постдипломски студии зашто ни факултет немам завршено.,common_voice_mk_39825230.mp3,Common Voice 17.0 MK,CC-0
постелата,0.9860,0.662,Замисли ја постелата со вдлабната трага од мене.,common_voice_mk_39688502.mp3,Common Voice 17.0 MK,CC-0
постепено,0.9993,0.701,Играјќи ги овие игри постепено добив увид во основниот концепт.,common_voice_mk_39701786.mp3,Common Voice 17.0 MK,CC-0
постер,0.9974,0.422,Еден наш другар во својата соба направи интересен постер.,common_voice_mk_39854215.mp3,Common Voice 17.0 MK,CC-0
постигнал,0.9998,0.561,Филмот постигнал извонреден успех и одлични критики.,common_voice_mk_39748637.mp3,Common Voice 17.0 MK,CC-0
